"";"x"
"26537";"ENSMUSG00000084120"
"26538";"ENSMUSG00000084123"
"26539";"ENSMUSG00000084124"
"26540";"ENSMUSG00000084125"
"26541";"ENSMUSG00000084126"
"26542";"ENSMUSG00000084127"
"26543";"ENSMUSG00000084128"
"26544";"ENSMUSG00000084129"
"26545";"ENSMUSG00000084130"
"26546";"ENSMUSG00000084131"
"26547";"ENSMUSG00000084132"
"26548";"ENSMUSG00000084133"
"26549";"ENSMUSG00000084134"
"26550";"ENSMUSG00000084135"
"26551";"ENSMUSG00000084136"
"26552";"ENSMUSG00000084137"
"26553";"ENSMUSG00000084138"
"26554";"ENSMUSG00000084139"
"26555";"ENSMUSG00000084140"
"26556";"ENSMUSG00000084141"
"26557";"ENSMUSG00000084142"
"26558";"ENSMUSG00000084143"
"26559";"ENSMUSG00000084144"
"26560";"ENSMUSG00000084145"
"26561";"ENSMUSG00000084146"
"26562";"ENSMUSG00000084147"
"26563";"ENSMUSG00000084148"
"26564";"ENSMUSG00000084149"
"26565";"ENSMUSG00000084150"
"26566";"ENSMUSG00000084151"
"26567";"ENSMUSG00000084152"
"26568";"ENSMUSG00000084153"
"26569";"ENSMUSG00000084154"
"26570";"ENSMUSG00000084155"
"26571";"ENSMUSG00000084156"
"26572";"ENSMUSG00000084157"
"26573";"ENSMUSG00000084158"
"26574";"ENSMUSG00000084159"
"26575";"ENSMUSG00000084160"
"26576";"ENSMUSG00000084161"
"26577";"ENSMUSG00000084162"
"26578";"ENSMUSG00000084163"
"26579";"ENSMUSG00000084164"
"26580";"ENSMUSG00000084166"
"26581";"ENSMUSG00000084167"
"26582";"ENSMUSG00000084168"
"26583";"ENSMUSG00000084169"
"26584";"ENSMUSG00000084170"
"26585";"ENSMUSG00000084171"
"26586";"ENSMUSG00000084172"
"26587";"ENSMUSG00000084173"
"26588";"ENSMUSG00000084174"
"26589";"ENSMUSG00000084175"
"26590";"ENSMUSG00000084177"
"26591";"ENSMUSG00000084178"
"26592";"ENSMUSG00000084179"
"26593";"ENSMUSG00000084180"
"26594";"ENSMUSG00000084181"
"26595";"ENSMUSG00000084182"
"26596";"ENSMUSG00000084183"
"26597";"ENSMUSG00000084184"
"26598";"ENSMUSG00000084185"
"26599";"ENSMUSG00000084186"
"26600";"ENSMUSG00000084188"
"26601";"ENSMUSG00000084189"
"26602";"ENSMUSG00000084190"
"26603";"ENSMUSG00000084191"
"26604";"ENSMUSG00000084192"
"26605";"ENSMUSG00000084193"
"26606";"ENSMUSG00000084195"
"26607";"ENSMUSG00000084196"
"26608";"ENSMUSG00000084197"
"26609";"ENSMUSG00000084198"
"26610";"ENSMUSG00000084199"
"26611";"ENSMUSG00000084200"
"26612";"ENSMUSG00000084201"
"26613";"ENSMUSG00000084202"
"26614";"ENSMUSG00000084203"
"26615";"ENSMUSG00000084204"
"26616";"ENSMUSG00000084205"
"26617";"ENSMUSG00000084206"
"26618";"ENSMUSG00000084207"
"26619";"ENSMUSG00000084208"
"26620";"ENSMUSG00000084209"
"26621";"ENSMUSG00000084210"
"26622";"ENSMUSG00000084211"
"26623";"ENSMUSG00000084212"
"26624";"ENSMUSG00000084213"
"26625";"ENSMUSG00000084214"
"26626";"ENSMUSG00000084215"
"26627";"ENSMUSG00000084216"
"26628";"ENSMUSG00000084217"
"26629";"ENSMUSG00000084218"
"26630";"ENSMUSG00000084219"
"26631";"ENSMUSG00000084220"
"26632";"ENSMUSG00000084221"
"26633";"ENSMUSG00000084222"
"26634";"ENSMUSG00000084223"
"26635";"ENSMUSG00000084224"
"26636";"ENSMUSG00000084226"
"26637";"ENSMUSG00000084228"
"26638";"ENSMUSG00000084230"
"26639";"ENSMUSG00000084231"
"26640";"ENSMUSG00000084234"
"26641";"ENSMUSG00000084235"
"26642";"ENSMUSG00000084236"
"26643";"ENSMUSG00000084237"
"26644";"ENSMUSG00000084238"
"26645";"ENSMUSG00000084239"
"26646";"ENSMUSG00000084240"
"26647";"ENSMUSG00000084241"
"26648";"ENSMUSG00000084243"
"26649";"ENSMUSG00000084244"
"26650";"ENSMUSG00000084245"
"26651";"ENSMUSG00000084246"
"26652";"ENSMUSG00000084247"
"26653";"ENSMUSG00000084248"
"26654";"ENSMUSG00000084249"
"26655";"ENSMUSG00000084250"
"26656";"ENSMUSG00000084251"
"26657";"ENSMUSG00000084252"
"26658";"ENSMUSG00000084253"
"26659";"ENSMUSG00000084254"
"26660";"ENSMUSG00000084256"
"26661";"ENSMUSG00000084257"
"26662";"ENSMUSG00000084258"
"26663";"ENSMUSG00000084259"
"26664";"ENSMUSG00000084260"
"26665";"ENSMUSG00000084261"
"26666";"ENSMUSG00000084262"
"26667";"ENSMUSG00000084264"
"26668";"ENSMUSG00000084265"
"26669";"ENSMUSG00000084267"
"26670";"ENSMUSG00000084268"
"26671";"ENSMUSG00000084269"
"26672";"ENSMUSG00000084270"
"26673";"ENSMUSG00000084271"
"26674";"ENSMUSG00000084272"
"26675";"ENSMUSG00000084273"
"26676";"ENSMUSG00000084274"
"26677";"ENSMUSG00000084275"
"26678";"ENSMUSG00000084276"
"26679";"ENSMUSG00000084277"
"26680";"ENSMUSG00000084278"
"26681";"ENSMUSG00000084279"
"26682";"ENSMUSG00000084280"
"26683";"ENSMUSG00000084281"
"26684";"ENSMUSG00000084282"
"26685";"ENSMUSG00000084283"
"26686";"ENSMUSG00000084284"
"26687";"ENSMUSG00000084285"
"26688";"ENSMUSG00000084286"
"26689";"ENSMUSG00000084287"
"26690";"ENSMUSG00000084288"
"26691";"ENSMUSG00000084289"
"26692";"ENSMUSG00000084291"
"26693";"ENSMUSG00000084292"
"26694";"ENSMUSG00000084293"
"26695";"ENSMUSG00000084294"
"26696";"ENSMUSG00000084295"
"26697";"ENSMUSG00000084296"
"26698";"ENSMUSG00000084297"
"26699";"ENSMUSG00000084298"
"26700";"ENSMUSG00000084299"
"26701";"ENSMUSG00000084300"
"26702";"ENSMUSG00000084301"
"26703";"ENSMUSG00000084302"
"26704";"ENSMUSG00000084303"
"26705";"ENSMUSG00000084304"
"26706";"ENSMUSG00000084305"
"26707";"ENSMUSG00000084306"
"26708";"ENSMUSG00000084307"
"26709";"ENSMUSG00000084308"
"26710";"ENSMUSG00000084309"
"26711";"ENSMUSG00000084310"
"26712";"ENSMUSG00000084311"
"26713";"ENSMUSG00000084312"
"26714";"ENSMUSG00000084313"
"26715";"ENSMUSG00000084314"
"26716";"ENSMUSG00000084315"
"26717";"ENSMUSG00000084316"
"26718";"ENSMUSG00000084318"
"26719";"ENSMUSG00000084319"
"26720";"ENSMUSG00000084320"
"26721";"ENSMUSG00000084322"
"26722";"ENSMUSG00000084323"
"26723";"ENSMUSG00000084324"
"26724";"ENSMUSG00000084325"
"26725";"ENSMUSG00000084326"
"26726";"ENSMUSG00000084327"
"26727";"ENSMUSG00000084328"
"26728";"ENSMUSG00000084329"
"26729";"ENSMUSG00000084330"
"26730";"ENSMUSG00000084331"
"26731";"ENSMUSG00000084332"
"26732";"ENSMUSG00000084333"
"26733";"ENSMUSG00000084334"
"26734";"ENSMUSG00000084335"
"26735";"ENSMUSG00000084336"
"26736";"ENSMUSG00000084337"
"26737";"ENSMUSG00000084338"
"26738";"ENSMUSG00000084339"
"26739";"ENSMUSG00000084340"
"26740";"ENSMUSG00000084341"
"26741";"ENSMUSG00000084342"
"26742";"ENSMUSG00000084343"
"26743";"ENSMUSG00000084344"
"26744";"ENSMUSG00000084345"
"26745";"ENSMUSG00000084346"
"26746";"ENSMUSG00000084347"
"26747";"ENSMUSG00000084348"
"26748";"ENSMUSG00000084349"
"26749";"ENSMUSG00000084350"
"26750";"ENSMUSG00000084351"
"26751";"ENSMUSG00000084352"
"26752";"ENSMUSG00000084353"
"26753";"ENSMUSG00000084354"
"26754";"ENSMUSG00000084355"
"26755";"ENSMUSG00000084356"
"26756";"ENSMUSG00000084357"
"26757";"ENSMUSG00000084358"
"26758";"ENSMUSG00000084359"
"26759";"ENSMUSG00000084360"
"26760";"ENSMUSG00000084361"
"26761";"ENSMUSG00000084362"
"26762";"ENSMUSG00000084363"
"26763";"ENSMUSG00000084366"
"26764";"ENSMUSG00000084367"
"26765";"ENSMUSG00000084368"
"26766";"ENSMUSG00000084369"
"26767";"ENSMUSG00000084370"
"26768";"ENSMUSG00000084371"
"26769";"ENSMUSG00000084372"
"26770";"ENSMUSG00000084373"
"26771";"ENSMUSG00000084374"
"26772";"ENSMUSG00000084375"
"26773";"ENSMUSG00000084376"
"26774";"ENSMUSG00000084377"
"26775";"ENSMUSG00000084378"
"26776";"ENSMUSG00000084379"
"26777";"ENSMUSG00000084380"
"26778";"ENSMUSG00000084381"
"26779";"ENSMUSG00000084382"
"26780";"ENSMUSG00000084383"
"26781";"ENSMUSG00000084384"
"26782";"ENSMUSG00000084385"
"26783";"ENSMUSG00000084386"
"26784";"ENSMUSG00000084387"
"26785";"ENSMUSG00000084390"
"26786";"ENSMUSG00000084391"
"26787";"ENSMUSG00000084392"
"26788";"ENSMUSG00000084393"
"26789";"ENSMUSG00000084394"
"26790";"ENSMUSG00000084395"
"26791";"ENSMUSG00000084396"
"26792";"ENSMUSG00000084397"
"26793";"ENSMUSG00000084399"
"26794";"ENSMUSG00000084400"
"26795";"ENSMUSG00000084401"
"26796";"ENSMUSG00000084402"
"26797";"ENSMUSG00000084403"
"26798";"ENSMUSG00000084404"
"26799";"ENSMUSG00000084405"
"26800";"ENSMUSG00000084407"
"26801";"ENSMUSG00000084408"
"26802";"ENSMUSG00000084411"
"26803";"ENSMUSG00000084412"
"26804";"ENSMUSG00000084413"
"26805";"ENSMUSG00000084414"
"26806";"ENSMUSG00000084415"
"26807";"ENSMUSG00000084416"
"26808";"ENSMUSG00000084417"
"26809";"ENSMUSG00000084418"
"26810";"ENSMUSG00000084419"
"26811";"ENSMUSG00000084421"
"26812";"ENSMUSG00000084422"
"26813";"ENSMUSG00000084423"
"26814";"ENSMUSG00000084425"
"26815";"ENSMUSG00000084426"
"26816";"ENSMUSG00000084428"
"26817";"ENSMUSG00000084431"
"26818";"ENSMUSG00000084432"
"26819";"ENSMUSG00000084433"
"26820";"ENSMUSG00000084435"
"26821";"ENSMUSG00000084437"
"26822";"ENSMUSG00000084439"
"26823";"ENSMUSG00000084440"
"26824";"ENSMUSG00000084441"
"26825";"ENSMUSG00000084442"
"26826";"ENSMUSG00000084443"
"26827";"ENSMUSG00000084444"
"26828";"ENSMUSG00000084445"
"26829";"ENSMUSG00000084446"
"26830";"ENSMUSG00000084447"
"26831";"ENSMUSG00000084448"
"26832";"ENSMUSG00000084449"
"26833";"ENSMUSG00000084450"
"26834";"ENSMUSG00000084451"
"26835";"ENSMUSG00000084452"
"26836";"ENSMUSG00000084453"
"26837";"ENSMUSG00000084454"
"26838";"ENSMUSG00000084456"
"26839";"ENSMUSG00000084457"
"26840";"ENSMUSG00000084458"
"26841";"ENSMUSG00000084459"
"26842";"ENSMUSG00000084460"
"26843";"ENSMUSG00000084461"
"26844";"ENSMUSG00000084462"
"26845";"ENSMUSG00000084463"
"26846";"ENSMUSG00000084465"
"26847";"ENSMUSG00000084466"
"26848";"ENSMUSG00000084467"
"26849";"ENSMUSG00000084468"
"26850";"ENSMUSG00000084469"
"26851";"ENSMUSG00000084472"
"26852";"ENSMUSG00000084473"
"26853";"ENSMUSG00000084474"
"26854";"ENSMUSG00000084475"
"26855";"ENSMUSG00000084476"
"26856";"ENSMUSG00000084477"
"26857";"ENSMUSG00000084478"
"26858";"ENSMUSG00000084479"
"26859";"ENSMUSG00000084480"
"26860";"ENSMUSG00000084484"
"26861";"ENSMUSG00000084485"
"26862";"ENSMUSG00000084487"
"26863";"ENSMUSG00000084492"
"26864";"ENSMUSG00000084493"
"26865";"ENSMUSG00000084496"
"26866";"ENSMUSG00000084497"
"26867";"ENSMUSG00000084498"
"26868";"ENSMUSG00000084500"
"26869";"ENSMUSG00000084501"
"26870";"ENSMUSG00000084502"
"26871";"ENSMUSG00000084503"
"26872";"ENSMUSG00000084504"
"26873";"ENSMUSG00000084505"
"26874";"ENSMUSG00000084506"
"26875";"ENSMUSG00000084507"
"26876";"ENSMUSG00000084508"
"26877";"ENSMUSG00000084511"
"26878";"ENSMUSG00000084512"
"26879";"ENSMUSG00000084513"
"26880";"ENSMUSG00000084514"
"26881";"ENSMUSG00000084515"
"26882";"ENSMUSG00000084516"
"26883";"ENSMUSG00000084517"
"26884";"ENSMUSG00000084518"
"26885";"ENSMUSG00000084519"
"26886";"ENSMUSG00000084520"
"26887";"ENSMUSG00000084521"
"26888";"ENSMUSG00000084522"
"26889";"ENSMUSG00000084523"
"26890";"ENSMUSG00000084524"
"26891";"ENSMUSG00000084526"
"26892";"ENSMUSG00000084527"
"26893";"ENSMUSG00000084530"
"26894";"ENSMUSG00000084531"
"26895";"ENSMUSG00000084532"
"26896";"ENSMUSG00000084535"
"26897";"ENSMUSG00000084536"
"26898";"ENSMUSG00000084537"
"26899";"ENSMUSG00000084539"
"26900";"ENSMUSG00000084540"
"26901";"ENSMUSG00000084541"
"26902";"ENSMUSG00000084543"
"26903";"ENSMUSG00000084544"
"26904";"ENSMUSG00000084545"
"26905";"ENSMUSG00000084546"
"26906";"ENSMUSG00000084547"
"26907";"ENSMUSG00000084548"
"26908";"ENSMUSG00000084549"
"26909";"ENSMUSG00000084550"
"26910";"ENSMUSG00000084551"
"26911";"ENSMUSG00000084552"
"26912";"ENSMUSG00000084555"
"26913";"ENSMUSG00000084557"
"26914";"ENSMUSG00000084558"
"26915";"ENSMUSG00000084559"
"26916";"ENSMUSG00000084560"
"26917";"ENSMUSG00000084562"
"26918";"ENSMUSG00000084564"
"26919";"ENSMUSG00000084565"
"26920";"ENSMUSG00000084566"
"26921";"ENSMUSG00000084567"
"26922";"ENSMUSG00000084568"
"26923";"ENSMUSG00000084569"
"26924";"ENSMUSG00000084571"
"26925";"ENSMUSG00000084572"
"26926";"ENSMUSG00000084573"
"26927";"ENSMUSG00000084574"
"26928";"ENSMUSG00000084575"
"26929";"ENSMUSG00000084576"
"26930";"ENSMUSG00000084579"
"26931";"ENSMUSG00000084581"
"26932";"ENSMUSG00000084582"
"26933";"ENSMUSG00000084583"
"26934";"ENSMUSG00000084584"
"26935";"ENSMUSG00000084587"
"26936";"ENSMUSG00000084588"
"26937";"ENSMUSG00000084589"
"26938";"ENSMUSG00000084590"
"26939";"ENSMUSG00000084591"
"26940";"ENSMUSG00000084592"
"26941";"ENSMUSG00000084593"
"26942";"ENSMUSG00000084595"
"26943";"ENSMUSG00000084596"
"26944";"ENSMUSG00000084597"
"26945";"ENSMUSG00000084598"
"26946";"ENSMUSG00000084599"
"26947";"ENSMUSG00000084600"
"26948";"ENSMUSG00000084601"
"26949";"ENSMUSG00000084602"
"26950";"ENSMUSG00000084603"
"26951";"ENSMUSG00000084604"
"26952";"ENSMUSG00000084605"
"26953";"ENSMUSG00000084606"
"26954";"ENSMUSG00000084607"
"26955";"ENSMUSG00000084608"
"26956";"ENSMUSG00000084609"
"26957";"ENSMUSG00000084610"
"26958";"ENSMUSG00000084611"
"26959";"ENSMUSG00000084612"
"26960";"ENSMUSG00000084613"
"26961";"ENSMUSG00000084616"
"26962";"ENSMUSG00000084617"
"26963";"ENSMUSG00000084619"
"26964";"ENSMUSG00000084620"
"26965";"ENSMUSG00000084621"
"26966";"ENSMUSG00000084622"
"26967";"ENSMUSG00000084624"
"26968";"ENSMUSG00000084625"
"26969";"ENSMUSG00000084627"
"26970";"ENSMUSG00000084628"
"26971";"ENSMUSG00000084629"
"26972";"ENSMUSG00000084630"
"26973";"ENSMUSG00000084631"
"26974";"ENSMUSG00000084632"
"26975";"ENSMUSG00000084633"
"26976";"ENSMUSG00000084635"
"26977";"ENSMUSG00000084636"
"26978";"ENSMUSG00000084637"
"26979";"ENSMUSG00000084638"
"26980";"ENSMUSG00000084639"
"26981";"ENSMUSG00000084640"
"26982";"ENSMUSG00000084641"
"26983";"ENSMUSG00000084642"
"26984";"ENSMUSG00000084643"
"26985";"ENSMUSG00000084644"
"26986";"ENSMUSG00000084645"
"26987";"ENSMUSG00000084646"
"26988";"ENSMUSG00000084647"
"26989";"ENSMUSG00000084648"
"26990";"ENSMUSG00000084649"
"26991";"ENSMUSG00000084650"
"26992";"ENSMUSG00000084651"
"26993";"ENSMUSG00000084652"
"26994";"ENSMUSG00000084653"
"26995";"ENSMUSG00000084654"
"26996";"ENSMUSG00000084658"
"26997";"ENSMUSG00000084659"
"26998";"ENSMUSG00000084660"
"26999";"ENSMUSG00000084661"
"27000";"ENSMUSG00000084663"
"27001";"ENSMUSG00000084664"
"27002";"ENSMUSG00000084665"
"27003";"ENSMUSG00000084666"
"27004";"ENSMUSG00000084667"
"27005";"ENSMUSG00000084668"
"27006";"ENSMUSG00000084669"
"27007";"ENSMUSG00000084671"
"27008";"ENSMUSG00000084673"
"27009";"ENSMUSG00000084674"
"27010";"ENSMUSG00000084675"
"27011";"ENSMUSG00000084678"
"27012";"ENSMUSG00000084682"
"27013";"ENSMUSG00000084683"
"27014";"ENSMUSG00000084684"
"27015";"ENSMUSG00000084686"
"27016";"ENSMUSG00000084688"
"27017";"ENSMUSG00000084689"
"27018";"ENSMUSG00000084690"
"27019";"ENSMUSG00000084691"
"27020";"ENSMUSG00000084693"
"27021";"ENSMUSG00000084694"
"27022";"ENSMUSG00000084696"
"27023";"ENSMUSG00000084700"
"27024";"ENSMUSG00000084701"
"27025";"ENSMUSG00000084702"
"27026";"ENSMUSG00000084703"
"27027";"ENSMUSG00000084704"
"27028";"ENSMUSG00000084705"
"27029";"ENSMUSG00000084706"
"27030";"ENSMUSG00000084708"
"27031";"ENSMUSG00000084710"
"27032";"ENSMUSG00000084711"
"27033";"ENSMUSG00000084713"
"27034";"ENSMUSG00000084714"
"27035";"ENSMUSG00000084717"
"27036";"ENSMUSG00000084718"
"27037";"ENSMUSG00000084719"
"27038";"ENSMUSG00000084722"
"27039";"ENSMUSG00000084725"
"27040";"ENSMUSG00000084728"
"27041";"ENSMUSG00000084729"
"27042";"ENSMUSG00000084731"
"27043";"ENSMUSG00000084732"
"27044";"ENSMUSG00000084733"
"27045";"ENSMUSG00000084734"
"27046";"ENSMUSG00000084737"
"27047";"ENSMUSG00000084738"
"27048";"ENSMUSG00000084739"
"27049";"ENSMUSG00000084740"
"27050";"ENSMUSG00000084741"
"27051";"ENSMUSG00000084742"
"27052";"ENSMUSG00000084743"
"27053";"ENSMUSG00000084744"
"27054";"ENSMUSG00000084745"
"27055";"ENSMUSG00000084746"
"27056";"ENSMUSG00000084747"
"27057";"ENSMUSG00000084748"
"27058";"ENSMUSG00000084749"
"27059";"ENSMUSG00000084750"
"27060";"ENSMUSG00000084751"
"27061";"ENSMUSG00000084752"
"27062";"ENSMUSG00000084753"
"27063";"ENSMUSG00000084754"
"27064";"ENSMUSG00000084755"
"27065";"ENSMUSG00000084756"
"27066";"ENSMUSG00000084757"
"27067";"ENSMUSG00000084758"
"27068";"ENSMUSG00000084760"
"27069";"ENSMUSG00000084761"
"27070";"ENSMUSG00000084762"
"27071";"ENSMUSG00000084764"
"27072";"ENSMUSG00000084766"
"27073";"ENSMUSG00000084768"
"27074";"ENSMUSG00000084769"
"27075";"ENSMUSG00000084771"
"27076";"ENSMUSG00000084772"
"27077";"ENSMUSG00000084773"
"27078";"ENSMUSG00000084774"
"27079";"ENSMUSG00000084775"
"27080";"ENSMUSG00000084776"
"27081";"ENSMUSG00000084780"
"27082";"ENSMUSG00000084781"
"27083";"ENSMUSG00000084782"
"27084";"ENSMUSG00000084783"
"27085";"ENSMUSG00000084785"
"27086";"ENSMUSG00000084786"
"27087";"ENSMUSG00000084787"
"27088";"ENSMUSG00000084788"
"27089";"ENSMUSG00000084789"
"27090";"ENSMUSG00000084790"
"27091";"ENSMUSG00000084791"
"27092";"ENSMUSG00000084792"
"27093";"ENSMUSG00000084793"
"27094";"ENSMUSG00000084794"
"27095";"ENSMUSG00000084795"
"27096";"ENSMUSG00000084796"
"27097";"ENSMUSG00000084797"
"27098";"ENSMUSG00000084798"
"27099";"ENSMUSG00000084799"
"27100";"ENSMUSG00000084800"
"27101";"ENSMUSG00000084802"
"27102";"ENSMUSG00000084803"
"27103";"ENSMUSG00000084804"
"27104";"ENSMUSG00000084805"
"27105";"ENSMUSG00000084806"
"27106";"ENSMUSG00000084807"
"27107";"ENSMUSG00000084808"
"27108";"ENSMUSG00000084809"
"27109";"ENSMUSG00000084811"
"27110";"ENSMUSG00000084815"
"27111";"ENSMUSG00000084816"
"27112";"ENSMUSG00000084817"
"27113";"ENSMUSG00000084818"
"27114";"ENSMUSG00000084819"
"27115";"ENSMUSG00000084821"
"27116";"ENSMUSG00000084822"
"27117";"ENSMUSG00000084823"
"27118";"ENSMUSG00000084824"
"27119";"ENSMUSG00000084825"
"27120";"ENSMUSG00000084826"
"27121";"ENSMUSG00000084828"
"27122";"ENSMUSG00000084829"
"27123";"ENSMUSG00000084830"
"27124";"ENSMUSG00000084831"
"27125";"ENSMUSG00000084833"
"27126";"ENSMUSG00000084834"
"27127";"ENSMUSG00000084835"
"27128";"ENSMUSG00000084836"
"27129";"ENSMUSG00000084837"
"27130";"ENSMUSG00000084838"
"27131";"ENSMUSG00000084839"
"27132";"ENSMUSG00000084840"
"27133";"ENSMUSG00000084842"
"27134";"ENSMUSG00000084843"
"27135";"ENSMUSG00000084844"
"27136";"ENSMUSG00000084845"
"27137";"ENSMUSG00000084846"
"27138";"ENSMUSG00000084847"
"27139";"ENSMUSG00000084848"
"27140";"ENSMUSG00000084849"
"27141";"ENSMUSG00000084850"
"27142";"ENSMUSG00000084851"
"27143";"ENSMUSG00000084852"
"27144";"ENSMUSG00000084853"
"27145";"ENSMUSG00000084854"
"27146";"ENSMUSG00000084855"
"27147";"ENSMUSG00000084856"
"27148";"ENSMUSG00000084858"
"27149";"ENSMUSG00000084859"
"27150";"ENSMUSG00000084860"
"27151";"ENSMUSG00000084861"
"27152";"ENSMUSG00000084862"
"27153";"ENSMUSG00000084863"
"27154";"ENSMUSG00000084864"
"27155";"ENSMUSG00000084865"
"27156";"ENSMUSG00000084866"
"27157";"ENSMUSG00000084869"
"27158";"ENSMUSG00000084870"
"27159";"ENSMUSG00000084871"
"27160";"ENSMUSG00000084873"
"27161";"ENSMUSG00000084874"
"27162";"ENSMUSG00000084875"
"27163";"ENSMUSG00000084876"
"27164";"ENSMUSG00000084878"
"27165";"ENSMUSG00000084880"
"27166";"ENSMUSG00000084881"
"27167";"ENSMUSG00000084882"
"27168";"ENSMUSG00000084883"
"27169";"ENSMUSG00000084884"
"27170";"ENSMUSG00000084885"
"27171";"ENSMUSG00000084887"
"27172";"ENSMUSG00000084889"
"27173";"ENSMUSG00000084890"
"27174";"ENSMUSG00000084891"
"27175";"ENSMUSG00000084892"
"27176";"ENSMUSG00000084893"
"27177";"ENSMUSG00000084894"
"27178";"ENSMUSG00000084895"
"27179";"ENSMUSG00000084896"
"27180";"ENSMUSG00000084897"
"27181";"ENSMUSG00000084898"
"27182";"ENSMUSG00000084899"
"27183";"ENSMUSG00000084901"
"27184";"ENSMUSG00000084902"
"27185";"ENSMUSG00000084904"
"27186";"ENSMUSG00000084905"
"27187";"ENSMUSG00000084906"
"27188";"ENSMUSG00000084907"
"27189";"ENSMUSG00000084908"
"27190";"ENSMUSG00000084909"
"27191";"ENSMUSG00000084910"
"27192";"ENSMUSG00000084911"
"27193";"ENSMUSG00000084912"
"27194";"ENSMUSG00000084913"
"27195";"ENSMUSG00000084915"
"27196";"ENSMUSG00000084916"
"27197";"ENSMUSG00000084917"
"27198";"ENSMUSG00000084918"
"27199";"ENSMUSG00000084919"
"27200";"ENSMUSG00000084920"
"27201";"ENSMUSG00000084921"
"27202";"ENSMUSG00000084923"
"27203";"ENSMUSG00000084924"
"27204";"ENSMUSG00000084925"
"27205";"ENSMUSG00000084927"
"27206";"ENSMUSG00000084929"
"27207";"ENSMUSG00000084930"
"27208";"ENSMUSG00000084932"
"27209";"ENSMUSG00000084933"
"27210";"ENSMUSG00000084934"
"27211";"ENSMUSG00000084935"
"27212";"ENSMUSG00000084936"
"27213";"ENSMUSG00000084937"
"27214";"ENSMUSG00000084938"
"27215";"ENSMUSG00000084939"
"27216";"ENSMUSG00000084940"
"27217";"ENSMUSG00000084941"
"27218";"ENSMUSG00000084942"
"27219";"ENSMUSG00000084944"
"27220";"ENSMUSG00000084945"
"27221";"ENSMUSG00000084946"
"27222";"ENSMUSG00000084947"
"27223";"ENSMUSG00000084948"
"27224";"ENSMUSG00000084949"
"27225";"ENSMUSG00000084950"
"27226";"ENSMUSG00000084951"
"27227";"ENSMUSG00000084954"
"27228";"ENSMUSG00000084955"
"27229";"ENSMUSG00000084956"
"27230";"ENSMUSG00000084957"
"27231";"ENSMUSG00000084959"
"27232";"ENSMUSG00000084960"
"27233";"ENSMUSG00000084962"
"27234";"ENSMUSG00000084963"
"27235";"ENSMUSG00000084964"
"27236";"ENSMUSG00000084965"
"27237";"ENSMUSG00000084966"
"27238";"ENSMUSG00000084967"
"27239";"ENSMUSG00000084968"
"27240";"ENSMUSG00000084969"
"27241";"ENSMUSG00000084970"
"27242";"ENSMUSG00000084971"
"27243";"ENSMUSG00000084973"
"27244";"ENSMUSG00000084974"
"27245";"ENSMUSG00000084978"
"27246";"ENSMUSG00000084979"
"27247";"ENSMUSG00000084980"
"27248";"ENSMUSG00000084981"
"27249";"ENSMUSG00000084982"
"27250";"ENSMUSG00000084983"
"27251";"ENSMUSG00000084984"
"27252";"ENSMUSG00000084985"
"27253";"ENSMUSG00000084986"
"27254";"ENSMUSG00000084987"
"27255";"ENSMUSG00000084989"
"27256";"ENSMUSG00000084990"
"27257";"ENSMUSG00000084991"
"27258";"ENSMUSG00000084992"
"27259";"ENSMUSG00000084993"
