"";"x"
"25760";"ENSMUSG00000083256"
"25761";"ENSMUSG00000083257"
"25762";"ENSMUSG00000083258"
"25763";"ENSMUSG00000083260"
"25764";"ENSMUSG00000083261"
"25765";"ENSMUSG00000083262"
"25766";"ENSMUSG00000083263"
"25767";"ENSMUSG00000083264"
"25768";"ENSMUSG00000083266"
"25769";"ENSMUSG00000083267"
"25770";"ENSMUSG00000083268"
"25771";"ENSMUSG00000083269"
"25772";"ENSMUSG00000083270"
"25773";"ENSMUSG00000083271"
"25774";"ENSMUSG00000083272"
"25775";"ENSMUSG00000083274"
"25776";"ENSMUSG00000083275"
"25777";"ENSMUSG00000083276"
"25778";"ENSMUSG00000083277"
"25779";"ENSMUSG00000083278"
"25780";"ENSMUSG00000083279"
"25781";"ENSMUSG00000083280"
"25782";"ENSMUSG00000083281"
"25783";"ENSMUSG00000083282"
"25784";"ENSMUSG00000083283"
"25785";"ENSMUSG00000083284"
"25786";"ENSMUSG00000083285"
"25787";"ENSMUSG00000083287"
"25788";"ENSMUSG00000083288"
"25789";"ENSMUSG00000083289"
"25790";"ENSMUSG00000083290"
"25791";"ENSMUSG00000083291"
"25792";"ENSMUSG00000083292"
"25793";"ENSMUSG00000083293"
"25794";"ENSMUSG00000083294"
"25795";"ENSMUSG00000083296"
"25796";"ENSMUSG00000083297"
"25797";"ENSMUSG00000083298"
"25798";"ENSMUSG00000083299"
"25799";"ENSMUSG00000083300"
"25800";"ENSMUSG00000083303"
"25801";"ENSMUSG00000083304"
"25802";"ENSMUSG00000083305"
"25803";"ENSMUSG00000083306"
"25804";"ENSMUSG00000083307"
"25805";"ENSMUSG00000083309"
"25806";"ENSMUSG00000083310"
"25807";"ENSMUSG00000083311"
"25808";"ENSMUSG00000083312"
"25809";"ENSMUSG00000083314"
"25810";"ENSMUSG00000083315"
"25811";"ENSMUSG00000083316"
"25812";"ENSMUSG00000083317"
"25813";"ENSMUSG00000083318"
"25814";"ENSMUSG00000083319"
"25815";"ENSMUSG00000083320"
"25816";"ENSMUSG00000083321"
"25817";"ENSMUSG00000083324"
"25818";"ENSMUSG00000083325"
"25819";"ENSMUSG00000083326"
"25820";"ENSMUSG00000083327"
"25821";"ENSMUSG00000083328"
"25822";"ENSMUSG00000083329"
"25823";"ENSMUSG00000083330"
"25824";"ENSMUSG00000083331"
"25825";"ENSMUSG00000083332"
"25826";"ENSMUSG00000083333"
"25827";"ENSMUSG00000083334"
"25828";"ENSMUSG00000083335"
"25829";"ENSMUSG00000083336"
"25830";"ENSMUSG00000083337"
"25831";"ENSMUSG00000083338"
"25832";"ENSMUSG00000083339"
"25833";"ENSMUSG00000083340"
"25834";"ENSMUSG00000083341"
"25835";"ENSMUSG00000083342"
"25836";"ENSMUSG00000083343"
"25837";"ENSMUSG00000083344"
"25838";"ENSMUSG00000083345"
"25839";"ENSMUSG00000083346"
"25840";"ENSMUSG00000083347"
"25841";"ENSMUSG00000083348"
"25842";"ENSMUSG00000083350"
"25843";"ENSMUSG00000083351"
"25844";"ENSMUSG00000083352"
"25845";"ENSMUSG00000083353"
"25846";"ENSMUSG00000083355"
"25847";"ENSMUSG00000083356"
"25848";"ENSMUSG00000083358"
"25849";"ENSMUSG00000083359"
"25850";"ENSMUSG00000083360"
"25851";"ENSMUSG00000083361"
"25852";"ENSMUSG00000083362"
"25853";"ENSMUSG00000083363"
"25854";"ENSMUSG00000083364"
"25855";"ENSMUSG00000083365"
"25856";"ENSMUSG00000083366"
"25857";"ENSMUSG00000083367"
"25858";"ENSMUSG00000083368"
"25859";"ENSMUSG00000083369"
"25860";"ENSMUSG00000083371"
"25861";"ENSMUSG00000083372"
"25862";"ENSMUSG00000083373"
"25863";"ENSMUSG00000083374"
"25864";"ENSMUSG00000083375"
"25865";"ENSMUSG00000083376"
"25866";"ENSMUSG00000083377"
"25867";"ENSMUSG00000083378"
"25868";"ENSMUSG00000083379"
"25869";"ENSMUSG00000083380"
"25870";"ENSMUSG00000083381"
"25871";"ENSMUSG00000083382"
"25872";"ENSMUSG00000083383"
"25873";"ENSMUSG00000083384"
"25874";"ENSMUSG00000083385"
"25875";"ENSMUSG00000083386"
"25876";"ENSMUSG00000083387"
"25877";"ENSMUSG00000083388"
"25878";"ENSMUSG00000083389"
"25879";"ENSMUSG00000083390"
"25880";"ENSMUSG00000083391"
"25881";"ENSMUSG00000083392"
"25882";"ENSMUSG00000083393"
"25883";"ENSMUSG00000083394"
"25884";"ENSMUSG00000083395"
"25885";"ENSMUSG00000083396"
"25886";"ENSMUSG00000083397"
"25887";"ENSMUSG00000083398"
"25888";"ENSMUSG00000083399"
"25889";"ENSMUSG00000083400"
"25890";"ENSMUSG00000083401"
"25891";"ENSMUSG00000083402"
"25892";"ENSMUSG00000083403"
"25893";"ENSMUSG00000083404"
"25894";"ENSMUSG00000083405"
"25895";"ENSMUSG00000083406"
"25896";"ENSMUSG00000083407"
"25897";"ENSMUSG00000083409"
"25898";"ENSMUSG00000083410"
"25899";"ENSMUSG00000083411"
"25900";"ENSMUSG00000083412"
"25901";"ENSMUSG00000083413"
"25902";"ENSMUSG00000083414"
"25903";"ENSMUSG00000083415"
"25904";"ENSMUSG00000083416"
"25905";"ENSMUSG00000083417"
"25906";"ENSMUSG00000083418"
"25907";"ENSMUSG00000083419"
"25908";"ENSMUSG00000083420"
"25909";"ENSMUSG00000083421"
"25910";"ENSMUSG00000083422"
"25911";"ENSMUSG00000083423"
"25912";"ENSMUSG00000083424"
"25913";"ENSMUSG00000083425"
"25914";"ENSMUSG00000083427"
"25915";"ENSMUSG00000083428"
"25916";"ENSMUSG00000083429"
"25917";"ENSMUSG00000083430"
"25918";"ENSMUSG00000083431"
"25919";"ENSMUSG00000083432"
"25920";"ENSMUSG00000083433"
"25921";"ENSMUSG00000083434"
"25922";"ENSMUSG00000083435"
"25923";"ENSMUSG00000083436"
"25924";"ENSMUSG00000083437"
"25925";"ENSMUSG00000083438"
"25926";"ENSMUSG00000083439"
"25927";"ENSMUSG00000083440"
"25928";"ENSMUSG00000083441"
"25929";"ENSMUSG00000083442"
"25930";"ENSMUSG00000083443"
"25931";"ENSMUSG00000083444"
"25932";"ENSMUSG00000083445"
"25933";"ENSMUSG00000083446"
"25934";"ENSMUSG00000083447"
"25935";"ENSMUSG00000083448"
"25936";"ENSMUSG00000083449"
"25937";"ENSMUSG00000083450"
"25938";"ENSMUSG00000083451"
"25939";"ENSMUSG00000083452"
"25940";"ENSMUSG00000083453"
"25941";"ENSMUSG00000083454"
"25942";"ENSMUSG00000083455"
"25943";"ENSMUSG00000083456"
"25944";"ENSMUSG00000083457"
"25945";"ENSMUSG00000083458"
"25946";"ENSMUSG00000083460"
"25947";"ENSMUSG00000083461"
"25948";"ENSMUSG00000083462"
"25949";"ENSMUSG00000083463"
"25950";"ENSMUSG00000083465"
"25951";"ENSMUSG00000083466"
"25952";"ENSMUSG00000083467"
"25953";"ENSMUSG00000083468"
"25954";"ENSMUSG00000083469"
"25955";"ENSMUSG00000083470"
"25956";"ENSMUSG00000083471"
"25957";"ENSMUSG00000083472"
"25958";"ENSMUSG00000083473"
"25959";"ENSMUSG00000083474"
"25960";"ENSMUSG00000083475"
"25961";"ENSMUSG00000083477"
"25962";"ENSMUSG00000083478"
"25963";"ENSMUSG00000083479"
"25964";"ENSMUSG00000083481"
"25965";"ENSMUSG00000083482"
"25966";"ENSMUSG00000083483"
"25967";"ENSMUSG00000083484"
"25968";"ENSMUSG00000083485"
"25969";"ENSMUSG00000083486"
"25970";"ENSMUSG00000083487"
"25971";"ENSMUSG00000083488"
"25972";"ENSMUSG00000083489"
"25973";"ENSMUSG00000083490"
"25974";"ENSMUSG00000083491"
"25975";"ENSMUSG00000083492"
"25976";"ENSMUSG00000083493"
"25977";"ENSMUSG00000083494"
"25978";"ENSMUSG00000083495"
"25979";"ENSMUSG00000083496"
"25980";"ENSMUSG00000083498"
"25981";"ENSMUSG00000083499"
"25982";"ENSMUSG00000083500"
"25983";"ENSMUSG00000083501"
"25984";"ENSMUSG00000083502"
"25985";"ENSMUSG00000083503"
"25986";"ENSMUSG00000083504"
"25987";"ENSMUSG00000083505"
"25988";"ENSMUSG00000083507"
"25989";"ENSMUSG00000083508"
"25990";"ENSMUSG00000083509"
"25991";"ENSMUSG00000083510"
"25992";"ENSMUSG00000083512"
"25993";"ENSMUSG00000083513"
"25994";"ENSMUSG00000083514"
"25995";"ENSMUSG00000083515"
"25996";"ENSMUSG00000083516"
"25997";"ENSMUSG00000083517"
"25998";"ENSMUSG00000083518"
"25999";"ENSMUSG00000083519"
"26000";"ENSMUSG00000083520"
"26001";"ENSMUSG00000083521"
"26002";"ENSMUSG00000083522"
"26003";"ENSMUSG00000083524"
"26004";"ENSMUSG00000083527"
"26005";"ENSMUSG00000083528"
"26006";"ENSMUSG00000083529"
"26007";"ENSMUSG00000083530"
"26008";"ENSMUSG00000083533"
"26009";"ENSMUSG00000083534"
"26010";"ENSMUSG00000083535"
"26011";"ENSMUSG00000083536"
"26012";"ENSMUSG00000083537"
"26013";"ENSMUSG00000083538"
"26014";"ENSMUSG00000083539"
"26015";"ENSMUSG00000083541"
"26016";"ENSMUSG00000083542"
"26017";"ENSMUSG00000083543"
"26018";"ENSMUSG00000083544"
"26019";"ENSMUSG00000083545"
"26020";"ENSMUSG00000083546"
"26021";"ENSMUSG00000083547"
"26022";"ENSMUSG00000083548"
"26023";"ENSMUSG00000083549"
"26024";"ENSMUSG00000083550"
"26025";"ENSMUSG00000083551"
"26026";"ENSMUSG00000083552"
"26027";"ENSMUSG00000083553"
"26028";"ENSMUSG00000083554"
"26029";"ENSMUSG00000083555"
"26030";"ENSMUSG00000083556"
"26031";"ENSMUSG00000083557"
"26032";"ENSMUSG00000083558"
"26033";"ENSMUSG00000083560"
"26034";"ENSMUSG00000083561"
"26035";"ENSMUSG00000083562"
"26036";"ENSMUSG00000083563"
"26037";"ENSMUSG00000083564"
"26038";"ENSMUSG00000083565"
"26039";"ENSMUSG00000083566"
"26040";"ENSMUSG00000083567"
"26041";"ENSMUSG00000083568"
"26042";"ENSMUSG00000083569"
"26043";"ENSMUSG00000083570"
"26044";"ENSMUSG00000083572"
"26045";"ENSMUSG00000083573"
"26046";"ENSMUSG00000083574"
"26047";"ENSMUSG00000083576"
"26048";"ENSMUSG00000083577"
"26049";"ENSMUSG00000083578"
"26050";"ENSMUSG00000083579"
"26051";"ENSMUSG00000083580"
"26052";"ENSMUSG00000083581"
"26053";"ENSMUSG00000083582"
"26054";"ENSMUSG00000083584"
"26055";"ENSMUSG00000083585"
"26056";"ENSMUSG00000083586"
"26057";"ENSMUSG00000083587"
"26058";"ENSMUSG00000083588"
"26059";"ENSMUSG00000083589"
"26060";"ENSMUSG00000083590"
"26061";"ENSMUSG00000083592"
"26062";"ENSMUSG00000083594"
"26063";"ENSMUSG00000083595"
"26064";"ENSMUSG00000083596"
"26065";"ENSMUSG00000083597"
"26066";"ENSMUSG00000083598"
"26067";"ENSMUSG00000083599"
"26068";"ENSMUSG00000083601"
"26069";"ENSMUSG00000083602"
"26070";"ENSMUSG00000083603"
"26071";"ENSMUSG00000083605"
"26072";"ENSMUSG00000083606"
"26073";"ENSMUSG00000083607"
"26074";"ENSMUSG00000083608"
"26075";"ENSMUSG00000083609"
"26076";"ENSMUSG00000083610"
"26077";"ENSMUSG00000083611"
"26078";"ENSMUSG00000083613"
"26079";"ENSMUSG00000083614"
"26080";"ENSMUSG00000083615"
"26081";"ENSMUSG00000083616"
"26082";"ENSMUSG00000083617"
"26083";"ENSMUSG00000083618"
"26084";"ENSMUSG00000083619"
"26085";"ENSMUSG00000083620"
"26086";"ENSMUSG00000083621"
"26087";"ENSMUSG00000083622"
"26088";"ENSMUSG00000083623"
"26089";"ENSMUSG00000083624"
"26090";"ENSMUSG00000083625"
"26091";"ENSMUSG00000083626"
"26092";"ENSMUSG00000083627"
"26093";"ENSMUSG00000083628"
"26094";"ENSMUSG00000083629"
"26095";"ENSMUSG00000083630"
"26096";"ENSMUSG00000083631"
"26097";"ENSMUSG00000083632"
"26098";"ENSMUSG00000083633"
"26099";"ENSMUSG00000083635"
"26100";"ENSMUSG00000083636"
"26101";"ENSMUSG00000083637"
"26102";"ENSMUSG00000083640"
"26103";"ENSMUSG00000083641"
"26104";"ENSMUSG00000083642"
"26105";"ENSMUSG00000083643"
"26106";"ENSMUSG00000083644"
"26107";"ENSMUSG00000083645"
"26108";"ENSMUSG00000083646"
"26109";"ENSMUSG00000083648"
"26110";"ENSMUSG00000083649"
"26111";"ENSMUSG00000083650"
"26112";"ENSMUSG00000083651"
"26113";"ENSMUSG00000083653"
"26114";"ENSMUSG00000083654"
"26115";"ENSMUSG00000083655"
"26116";"ENSMUSG00000083657"
"26117";"ENSMUSG00000083658"
"26118";"ENSMUSG00000083659"
"26119";"ENSMUSG00000083660"
"26120";"ENSMUSG00000083661"
"26121";"ENSMUSG00000083662"
"26122";"ENSMUSG00000083663"
"26123";"ENSMUSG00000083664"
"26124";"ENSMUSG00000083665"
"26125";"ENSMUSG00000083666"
"26126";"ENSMUSG00000083667"
"26127";"ENSMUSG00000083668"
"26128";"ENSMUSG00000083669"
"26129";"ENSMUSG00000083670"
"26130";"ENSMUSG00000083671"
"26131";"ENSMUSG00000083672"
"26132";"ENSMUSG00000083673"
"26133";"ENSMUSG00000083674"
"26134";"ENSMUSG00000083676"
"26135";"ENSMUSG00000083677"
"26136";"ENSMUSG00000083678"
"26137";"ENSMUSG00000083679"
"26138";"ENSMUSG00000083680"
"26139";"ENSMUSG00000083681"
"26140";"ENSMUSG00000083682"
"26141";"ENSMUSG00000083683"
"26142";"ENSMUSG00000083684"
"26143";"ENSMUSG00000083685"
"26144";"ENSMUSG00000083686"
"26145";"ENSMUSG00000083687"
"26146";"ENSMUSG00000083688"
"26147";"ENSMUSG00000083689"
"26148";"ENSMUSG00000083691"
"26149";"ENSMUSG00000083692"
"26150";"ENSMUSG00000083693"
"26151";"ENSMUSG00000083695"
"26152";"ENSMUSG00000083697"
"26153";"ENSMUSG00000083698"
"26154";"ENSMUSG00000083699"
"26155";"ENSMUSG00000083700"
"26156";"ENSMUSG00000083701"
"26157";"ENSMUSG00000083702"
"26158";"ENSMUSG00000083704"
"26159";"ENSMUSG00000083705"
"26160";"ENSMUSG00000083706"
"26161";"ENSMUSG00000083707"
"26162";"ENSMUSG00000083708"
"26163";"ENSMUSG00000083709"
"26164";"ENSMUSG00000083710"
"26165";"ENSMUSG00000083711"
"26166";"ENSMUSG00000083713"
"26167";"ENSMUSG00000083714"
"26168";"ENSMUSG00000083715"
"26169";"ENSMUSG00000083716"
"26170";"ENSMUSG00000083717"
"26171";"ENSMUSG00000083718"
"26172";"ENSMUSG00000083719"
"26173";"ENSMUSG00000083720"
"26174";"ENSMUSG00000083721"
"26175";"ENSMUSG00000083722"
"26176";"ENSMUSG00000083723"
"26177";"ENSMUSG00000083725"
"26178";"ENSMUSG00000083727"
"26179";"ENSMUSG00000083728"
"26180";"ENSMUSG00000083729"
"26181";"ENSMUSG00000083731"
"26182";"ENSMUSG00000083732"
"26183";"ENSMUSG00000083733"
"26184";"ENSMUSG00000083734"
"26185";"ENSMUSG00000083735"
"26186";"ENSMUSG00000083736"
"26187";"ENSMUSG00000083737"
"26188";"ENSMUSG00000083738"
"26189";"ENSMUSG00000083739"
"26190";"ENSMUSG00000083740"
"26191";"ENSMUSG00000083741"
"26192";"ENSMUSG00000083742"
"26193";"ENSMUSG00000083743"
"26194";"ENSMUSG00000083744"
"26195";"ENSMUSG00000083745"
"26196";"ENSMUSG00000083747"
"26197";"ENSMUSG00000083748"
"26198";"ENSMUSG00000083749"
"26199";"ENSMUSG00000083750"
"26200";"ENSMUSG00000083751"
"26201";"ENSMUSG00000083752"
"26202";"ENSMUSG00000083753"
"26203";"ENSMUSG00000083754"
"26204";"ENSMUSG00000083755"
"26205";"ENSMUSG00000083756"
"26206";"ENSMUSG00000083757"
"26207";"ENSMUSG00000083760"
"26208";"ENSMUSG00000083761"
"26209";"ENSMUSG00000083763"
"26210";"ENSMUSG00000083764"
"26211";"ENSMUSG00000083766"
"26212";"ENSMUSG00000083767"
"26213";"ENSMUSG00000083768"
"26214";"ENSMUSG00000083769"
"26215";"ENSMUSG00000083771"
"26216";"ENSMUSG00000083772"
"26217";"ENSMUSG00000083773"
"26218";"ENSMUSG00000083774"
"26219";"ENSMUSG00000083775"
"26220";"ENSMUSG00000083776"
"26221";"ENSMUSG00000083777"
"26222";"ENSMUSG00000083778"
"26223";"ENSMUSG00000083779"
"26224";"ENSMUSG00000083780"
"26225";"ENSMUSG00000083781"
"26226";"ENSMUSG00000083782"
"26227";"ENSMUSG00000083783"
"26228";"ENSMUSG00000083784"
"26229";"ENSMUSG00000083785"
"26230";"ENSMUSG00000083786"
"26231";"ENSMUSG00000083787"
"26232";"ENSMUSG00000083788"
"26233";"ENSMUSG00000083789"
"26234";"ENSMUSG00000083791"
"26235";"ENSMUSG00000083792"
"26236";"ENSMUSG00000083793"
"26237";"ENSMUSG00000083794"
"26238";"ENSMUSG00000083795"
"26239";"ENSMUSG00000083796"
"26240";"ENSMUSG00000083797"
"26241";"ENSMUSG00000083798"
"26242";"ENSMUSG00000083801"
"26243";"ENSMUSG00000083803"
"26244";"ENSMUSG00000083804"
"26245";"ENSMUSG00000083805"
"26246";"ENSMUSG00000083806"
"26247";"ENSMUSG00000083807"
"26248";"ENSMUSG00000083808"
"26249";"ENSMUSG00000083809"
"26250";"ENSMUSG00000083810"
"26251";"ENSMUSG00000083811"
"26252";"ENSMUSG00000083812"
"26253";"ENSMUSG00000083813"
"26254";"ENSMUSG00000083814"
"26255";"ENSMUSG00000083815"
"26256";"ENSMUSG00000083816"
"26257";"ENSMUSG00000083817"
"26258";"ENSMUSG00000083818"
"26259";"ENSMUSG00000083819"
"26260";"ENSMUSG00000083820"
"26261";"ENSMUSG00000083821"
"26262";"ENSMUSG00000083822"
"26263";"ENSMUSG00000083823"
"26264";"ENSMUSG00000083825"
"26265";"ENSMUSG00000083826"
"26266";"ENSMUSG00000083827"
"26267";"ENSMUSG00000083828"
"26268";"ENSMUSG00000083829"
"26269";"ENSMUSG00000083830"
"26270";"ENSMUSG00000083831"
"26271";"ENSMUSG00000083832"
"26272";"ENSMUSG00000083833"
"26273";"ENSMUSG00000083834"
"26274";"ENSMUSG00000083835"
"26275";"ENSMUSG00000083836"
"26276";"ENSMUSG00000083837"
"26277";"ENSMUSG00000083838"
"26278";"ENSMUSG00000083839"
"26279";"ENSMUSG00000083841"
"26280";"ENSMUSG00000083842"
"26281";"ENSMUSG00000083843"
"26282";"ENSMUSG00000083844"
"26283";"ENSMUSG00000083845"
"26284";"ENSMUSG00000083846"
"26285";"ENSMUSG00000083847"
"26286";"ENSMUSG00000083848"
"26287";"ENSMUSG00000083849"
"26288";"ENSMUSG00000083851"
"26289";"ENSMUSG00000083852"
"26290";"ENSMUSG00000083853"
"26291";"ENSMUSG00000083854"
"26292";"ENSMUSG00000083855"
"26293";"ENSMUSG00000083856"
"26294";"ENSMUSG00000083857"
"26295";"ENSMUSG00000083858"
"26296";"ENSMUSG00000083859"
"26297";"ENSMUSG00000083860"
"26298";"ENSMUSG00000083861"
"26299";"ENSMUSG00000083863"
"26300";"ENSMUSG00000083864"
"26301";"ENSMUSG00000083866"
"26302";"ENSMUSG00000083867"
"26303";"ENSMUSG00000083868"
"26304";"ENSMUSG00000083869"
"26305";"ENSMUSG00000083870"
"26306";"ENSMUSG00000083871"
"26307";"ENSMUSG00000083872"
"26308";"ENSMUSG00000083873"
"26309";"ENSMUSG00000083874"
"26310";"ENSMUSG00000083875"
"26311";"ENSMUSG00000083876"
"26312";"ENSMUSG00000083877"
"26313";"ENSMUSG00000083878"
"26314";"ENSMUSG00000083879"
"26315";"ENSMUSG00000083880"
"26316";"ENSMUSG00000083881"
"26317";"ENSMUSG00000083882"
"26318";"ENSMUSG00000083883"
"26319";"ENSMUSG00000083884"
"26320";"ENSMUSG00000083885"
"26321";"ENSMUSG00000083886"
"26322";"ENSMUSG00000083887"
"26323";"ENSMUSG00000083888"
"26324";"ENSMUSG00000083889"
"26325";"ENSMUSG00000083890"
"26326";"ENSMUSG00000083892"
"26327";"ENSMUSG00000083893"
"26328";"ENSMUSG00000083894"
"26329";"ENSMUSG00000083895"
"26330";"ENSMUSG00000083896"
"26331";"ENSMUSG00000083897"
"26332";"ENSMUSG00000083898"
"26333";"ENSMUSG00000083899"
"26334";"ENSMUSG00000083900"
"26335";"ENSMUSG00000083901"
"26336";"ENSMUSG00000083902"
"26337";"ENSMUSG00000083903"
"26338";"ENSMUSG00000083904"
"26339";"ENSMUSG00000083905"
"26340";"ENSMUSG00000083906"
"26341";"ENSMUSG00000083907"
"26342";"ENSMUSG00000083908"
"26343";"ENSMUSG00000083909"
"26344";"ENSMUSG00000083910"
"26345";"ENSMUSG00000083911"
"26346";"ENSMUSG00000083912"
"26347";"ENSMUSG00000083913"
"26348";"ENSMUSG00000083914"
"26349";"ENSMUSG00000083915"
"26350";"ENSMUSG00000083916"
"26351";"ENSMUSG00000083917"
"26352";"ENSMUSG00000083918"
"26353";"ENSMUSG00000083919"
"26354";"ENSMUSG00000083920"
"26355";"ENSMUSG00000083921"
"26356";"ENSMUSG00000083922"
"26357";"ENSMUSG00000083923"
"26358";"ENSMUSG00000083924"
"26359";"ENSMUSG00000083925"
"26360";"ENSMUSG00000083926"
"26361";"ENSMUSG00000083927"
"26362";"ENSMUSG00000083928"
"26363";"ENSMUSG00000083929"
"26364";"ENSMUSG00000083930"
"26365";"ENSMUSG00000083931"
"26366";"ENSMUSG00000083932"
"26367";"ENSMUSG00000083933"
"26368";"ENSMUSG00000083934"
"26369";"ENSMUSG00000083935"
"26370";"ENSMUSG00000083936"
"26371";"ENSMUSG00000083937"
"26372";"ENSMUSG00000083938"
"26373";"ENSMUSG00000083939"
"26374";"ENSMUSG00000083940"
"26375";"ENSMUSG00000083941"
"26376";"ENSMUSG00000083942"
"26377";"ENSMUSG00000083943"
"26378";"ENSMUSG00000083944"
"26379";"ENSMUSG00000083945"
"26380";"ENSMUSG00000083946"
"26381";"ENSMUSG00000083947"
"26382";"ENSMUSG00000083948"
"26383";"ENSMUSG00000083949"
"26384";"ENSMUSG00000083950"
"26385";"ENSMUSG00000083951"
"26386";"ENSMUSG00000083953"
"26387";"ENSMUSG00000083954"
"26388";"ENSMUSG00000083955"
"26389";"ENSMUSG00000083956"
"26390";"ENSMUSG00000083957"
"26391";"ENSMUSG00000083958"
"26392";"ENSMUSG00000083960"
"26393";"ENSMUSG00000083961"
"26394";"ENSMUSG00000083962"
"26395";"ENSMUSG00000083963"
"26396";"ENSMUSG00000083964"
"26397";"ENSMUSG00000083966"
"26398";"ENSMUSG00000083967"
"26399";"ENSMUSG00000083969"
"26400";"ENSMUSG00000083970"
"26401";"ENSMUSG00000083971"
"26402";"ENSMUSG00000083972"
"26403";"ENSMUSG00000083973"
"26404";"ENSMUSG00000083974"
"26405";"ENSMUSG00000083975"
"26406";"ENSMUSG00000083976"
"26407";"ENSMUSG00000083977"
"26408";"ENSMUSG00000083978"
"26409";"ENSMUSG00000083979"
"26410";"ENSMUSG00000083981"
"26411";"ENSMUSG00000083982"
"26412";"ENSMUSG00000083983"
"26413";"ENSMUSG00000083985"
"26414";"ENSMUSG00000083986"
"26415";"ENSMUSG00000083987"
"26416";"ENSMUSG00000083988"
"26417";"ENSMUSG00000083989"
"26418";"ENSMUSG00000083990"
"26419";"ENSMUSG00000083991"
"26420";"ENSMUSG00000083992"
"26421";"ENSMUSG00000083993"
"26422";"ENSMUSG00000083994"
"26423";"ENSMUSG00000083995"
"26424";"ENSMUSG00000083996"
"26425";"ENSMUSG00000083997"
"26426";"ENSMUSG00000083998"
"26427";"ENSMUSG00000083999"
"26428";"ENSMUSG00000084000"
"26429";"ENSMUSG00000084001"
"26430";"ENSMUSG00000084003"
"26431";"ENSMUSG00000084004"
"26432";"ENSMUSG00000084005"
"26433";"ENSMUSG00000084006"
"26434";"ENSMUSG00000084007"
"26435";"ENSMUSG00000084009"
"26436";"ENSMUSG00000084010"
"26437";"ENSMUSG00000084011"
"26438";"ENSMUSG00000084012"
"26439";"ENSMUSG00000084013"
"26440";"ENSMUSG00000084014"
"26441";"ENSMUSG00000084015"
"26442";"ENSMUSG00000084016"
"26443";"ENSMUSG00000084017"
"26444";"ENSMUSG00000084018"
"26445";"ENSMUSG00000084019"
"26446";"ENSMUSG00000084020"
"26447";"ENSMUSG00000084021"
"26448";"ENSMUSG00000084022"
"26449";"ENSMUSG00000084024"
"26450";"ENSMUSG00000084025"
"26451";"ENSMUSG00000084026"
"26452";"ENSMUSG00000084027"
"26453";"ENSMUSG00000084028"
"26454";"ENSMUSG00000084029"
"26455";"ENSMUSG00000084030"
"26456";"ENSMUSG00000084031"
"26457";"ENSMUSG00000084032"
"26458";"ENSMUSG00000084033"
"26459";"ENSMUSG00000084034"
"26460";"ENSMUSG00000084038"
"26461";"ENSMUSG00000084039"
"26462";"ENSMUSG00000084040"
"26463";"ENSMUSG00000084041"
"26464";"ENSMUSG00000084043"
"26465";"ENSMUSG00000084044"
"26466";"ENSMUSG00000084045"
"26467";"ENSMUSG00000084046"
"26468";"ENSMUSG00000084047"
"26469";"ENSMUSG00000084048"
"26470";"ENSMUSG00000084050"
"26471";"ENSMUSG00000084051"
"26472";"ENSMUSG00000084052"
"26473";"ENSMUSG00000084053"
"26474";"ENSMUSG00000084054"
"26475";"ENSMUSG00000084055"
"26476";"ENSMUSG00000084056"
"26477";"ENSMUSG00000084057"
"26478";"ENSMUSG00000084058"
"26479";"ENSMUSG00000084059"
"26480";"ENSMUSG00000084060"
"26481";"ENSMUSG00000084061"
"26482";"ENSMUSG00000084062"
"26483";"ENSMUSG00000084063"
"26484";"ENSMUSG00000084064"
"26485";"ENSMUSG00000084065"
"26486";"ENSMUSG00000084066"
"26487";"ENSMUSG00000084067"
"26488";"ENSMUSG00000084068"
"26489";"ENSMUSG00000084069"
"26490";"ENSMUSG00000084070"
"26491";"ENSMUSG00000084071"
"26492";"ENSMUSG00000084072"
"26493";"ENSMUSG00000084073"
"26494";"ENSMUSG00000084074"
"26495";"ENSMUSG00000084075"
"26496";"ENSMUSG00000084076"
"26497";"ENSMUSG00000084077"
"26498";"ENSMUSG00000084078"
"26499";"ENSMUSG00000084079"
"26500";"ENSMUSG00000084080"
"26501";"ENSMUSG00000084081"
"26502";"ENSMUSG00000084082"
"26503";"ENSMUSG00000084083"
"26504";"ENSMUSG00000084085"
"26505";"ENSMUSG00000084086"
"26506";"ENSMUSG00000084087"
"26507";"ENSMUSG00000084088"
"26508";"ENSMUSG00000084089"
"26509";"ENSMUSG00000084090"
"26510";"ENSMUSG00000084091"
"26511";"ENSMUSG00000084092"
"26512";"ENSMUSG00000084093"
"26513";"ENSMUSG00000084094"
"26514";"ENSMUSG00000084095"
"26515";"ENSMUSG00000084096"
"26516";"ENSMUSG00000084097"
"26517";"ENSMUSG00000084098"
"26518";"ENSMUSG00000084099"
"26519";"ENSMUSG00000084101"
"26520";"ENSMUSG00000084102"
"26521";"ENSMUSG00000084103"
"26522";"ENSMUSG00000084104"
"26523";"ENSMUSG00000084105"
"26524";"ENSMUSG00000084106"
"26525";"ENSMUSG00000084107"
"26526";"ENSMUSG00000084108"
"26527";"ENSMUSG00000084110"
"26528";"ENSMUSG00000084111"
"26529";"ENSMUSG00000084112"
"26530";"ENSMUSG00000084113"
"26531";"ENSMUSG00000084114"
"26532";"ENSMUSG00000084115"
"26533";"ENSMUSG00000084116"
"26534";"ENSMUSG00000084117"
"26535";"ENSMUSG00000084118"
"26536";"ENSMUSG00000084119"
